ProjectName,IDPaper_x,ProjectType_x,Stars,Size,Forks,Commit Count,Contributors,Project Age,Activity Rate,ContributorNumber
delzac/cntkx,ID1,Tool,23.0,1823.0,5.0,179.0,1.0,2245.0,0.093521421107628,1.0
DeNA/ChainerPruner,ID1,Tool,21.0,140.0,3.0,56.0,1.0,2232.0,0.0303194369247428,1.0
denissimon/prediction-builder,ID1,Tool,110.0,10.0,13.0,14.0,1.0,3517.0,0.0045088566827697,1.0
denissimon/prediction-builder-swift,ID1,Tool,12.0,103.0,2.0,39.0,1.0,2930.0,0.0146561443066516,1.0
denizyuret/Knet.jl,ID1,Tool,1423.0,24136.0,230.0,3086.0,30.0,3404.0,0.9843700159489632,33.0
DennisDeSwart/php-stanford-corenlp-adapter,ID1,Tool,26.0,126.0,4.0,107.0,1.0,3033.0,0.0413127413127413,1.0
DependableSystemsLab/TensorFI,ID1,Tool,47.0,12950.0,23.0,124.0,7.0,2340.0,0.0612345679012345,7.0
dereklstinson/GoCudnn,ID1,Tool,26.0,6737.0,5.0,425.0,1.0,2430.0,0.2167261601223865,1.0
DERINtelligence/en-az-parallel-corpus,ID1,Tool,20.0,18.0,0.0,24.0,1.0,2376.0,0.0115107913669064,1.0
devmount/GermanWordEmbeddings,ID1,Tool,232.0,939.0,50.0,179.0,5.0,3534.0,0.0547735618115055,5.0
dialogflow/dialogflow-javascript-client,ID1,Tool,413.0,5696.0,174.0,89.0,3.0,3508.0,0.0276225946617008,3.0
dialogflow/dialogflow-ruby-client,ID1,Tool,141.0,99.0,31.0,48.0,8.0,3713.0,0.0145542753183747,8.0
dice-group/LIMES,ID1,Tool,126.0,40225.0,54.0,1900.0,24.0,3417.0,0.6272697259821723,24.0
DigitalSlideArchive/HistomicsTK,ID1,Tool,366.0,135972.0,113.0,2971.0,28.0,3388.0,0.9549983927997427,28.0
diningphil/CGMM,ID1,Tool,36.0,9305.0,10.0,72.0,2.0,2444.0,0.0365667851701371,2.0
DIVA-DIA/DeepDIVA,ID1,Tool,31.0,5549.0,31.0,686.0,9.0,2675.0,0.3178869323447637,9.0
dkpro/dkpro-cassis,ID1,Tool,84.0,624.0,22.0,469.0,9.0,2314.0,0.2284461763273258,9.0
dkpro/dkpro-core,ID1,Tool,194.0,103451.0,68.0,5311.0,30.0,3544.0,1.6177276880901614,46.0
dmitryikh/leaves,ID1,Tool,415.0,1280.0,70.0,149.0,6.0,2322.0,0.0724003887269193,6.0
dmlc/dgl,ID1,Tool,13032.0,28927.0,2959.0,4122.0,30.0,2470.0,1.866002716161159,281.0
dmlc/gluon-cv,ID1,Tool,5755.0,39687.0,1210.0,900.0,30.0,2523.0,0.3980539584254755,113.0
dmlc/tvm,ID1,Tool,11224.0,103019.0,3346.0,12432.0,30.0,3025.0,4.497829232995659,372.0
dmlc/xgboost,ID1,Tool,25601.0,29048.0,8666.0,6878.0,30.0,4004.0,1.8375634517766497,408.0
dneprDroid/TFSecured,ID1,Tool,80.0,34631.0,21.0,71.0,1.0,2457.0,0.0328399629972247,1.0
dotnet/infer,ID1,Tool,1539.0,35604.0,227.0,468.0,26.0,2323.0,0.227515799708313,26.0
dotnet/machinelearning,ID1,Tool,8850.0,98056.0,1848.0,2880.0,30.0,2457.0,1.3114754098360657,199.0
dotnet/mbmlbook,ID1,Tool,276.0,6316.0,72.0,18.0,5.0,2152.0,0.009594882729211,5.0
DoubangoTelecom/compv,ID1,Tool,180.0,338883.0,38.0,2198.0,1.0,3314.0,0.7268518518518519,1.0
DoubangoTelecom/ultimateALPR-SDK,ID1,Tool,583.0,2106737.0,156.0,157.0,1.0,2568.0,0.0680537494581707,1.0
dr-costas/mad-twinnet,ID1,Tool,111.0,315.0,26.0,132.0,1.0,2571.0,0.058252427184466,1.0
DreamingRaven/nemesyst,ID1,Tool,16.0,1293.0,5.0,927.0,1.0,2604.0,0.443752991862135,1.0
dssg/triage,ID1,Tool,176.0,342654.0,62.0,1474.0,23.0,3018.0,0.5365853658536586,23.0
DTUComputeStatisticsAndDataAnalysis/MBPLS,ID1,Tool,28.0,17409.0,8.0,155.0,2.0,2572.0,0.0675087108013937,2.0
DwangoMediaVillage/pqkmeans,ID1,Tool,256.0,577.0,44.0,172.0,8.0,2689.0,0.0718763058921855,8.0
DynaSlum/satsense,ID1,Tool,23.0,26584.0,11.0,666.0,6.0,2536.0,0.3013574660633484,6.0
eantcal/nunn,ID1,Tool,10.0,13887.0,0.0,148.0,2.0,3472.0,0.0486682012495889,2.0
eBay/nvidiagpubeat,ID1,Tool,53.0,2735.0,22.0,17.0,3.0,2204.0,0.0104039167686658,3.0
ebu/benchmarkstt,ID1,Tool,53.0,4518.0,8.0,310.0,9.0,2257.0,0.1561712846347607,9.0
ecohealthalliance/EpiTator,ID1,Tool,41.0,844.0,9.0,555.0,9.0,2814.0,0.2302904564315352,9.0
Edmonton-School-of-AI/Hello-World-Tensorspace,ID1,Tool,10.0,5722.0,0.0,3.0,1.0,2195.0,0.00177304964539,1.0
edouardlp/Mask-RCNN-CoreML,ID1,Tool,124.0,2091.0,19.0,32.0,1.0,2262.0,0.0160561966884094,1.0
EducationalTestingService/rsmtool,ID1,Tool,65.0,59928.0,17.0,2910.0,13.0,3216.0,0.9969167523124358,13.0
EducationalTestingService/skll,ID1,Tool,550.0,36540.0,69.0,3751.0,24.0,4192.0,0.9542101246502164,24.0
EdwardRaff/JSAT,ID1,Tool,782.0,4093.0,243.0,1634.0,16.0,3593.0,0.4945520581113801,16.0
ehsanmok/tvm-rust,ID1,Tool,27.0,266.0,2.0,148.0,1.0,2431.0,0.0868035190615835,1.0
electronick1/stepist,ID1,Tool,27.0,886.0,5.0,81.0,1.0,2854.0,0.03125,1.0
eliorc/denzel,ID1,Tool,13.0,387.0,2.0,34.0,1.0,2306.0,0.0294117647058823,1.0
elitcloud/elit,ID1,Tool,47.0,15437.0,7.0,853.0,8.0,3009.0,0.318997756170531,8.0
elki-project/elki,ID1,Tool,770.0,57391.0,321.0,10458.0,16.0,3613.0,3.1236559139784945,16.0
emstoudenmire/TNML,ID1,Tool,148.0,11587.0,52.0,41.0,2.0,3012.0,0.0150073206442166,2.0
epic-kitchens/epic-lib,ID1,Tool,30.0,160.0,5.0,153.0,4.0,2480.0,0.0730310262529833,4.0
epwalsh/nlp-models,ID1,Tool,90.0,2583.0,8.0,89.0,2.0,2299.0,0.0464994775339602,2.0
Eric-mingjie/rethinking-network-pruning,ID1,Tool,1496.0,168.0,294.0,49.0,4.0,2296.0,0.0242694403169886,4.0
eriklindernoren/Keras-GAN,ID1,Tool,9146.0,90527.0,3150.0,185.0,14.0,2753.0,0.0742375601926163,14.0
esimov/pigo,ID1,Tool,4300.0,14735.0,304.0,535.0,9.0,2446.0,0.2448512585812357,9.0
espnet/espnet,ID1,Tool,7912.0,987192.0,2095.0,21333.0,30.0,2598.0,9.128369704749678,218.0
Esukhia/pybo,ID1,Tool,29.0,1177.0,12.0,188.0,5.0,1971.0,0.1105882352941176,5.0
etaler/Etaler,ID1,Tool,89.0,77431.0,14.0,657.0,5.0,2081.0,0.3697242543612831,5.0
EthicallyAI/ethically,ID1,Tool,88.0,34570.0,20.0,294.0,3.0,2366.0,0.1439764936336924,3.0
Evizero/Augmentor.jl,ID1,Tool,135.0,16695.0,48.0,217.0,6.0,2821.0,0.0891903000411015,6.0
exectails/Yggdrasil,ID1,Tool,10.0,602.0,9.0,390.0,1.0,3171.0,0.1355578727841501,1.0
exelban/tensorflow-cifar-10,ID1,Tool,90.0,30.0,48.0,40.0,3.0,2867.0,0.0159426066161817,3.0
explosion/spaCy,ID1,Tool,28810.0,203095.0,4295.0,16131.0,30.0,3857.0,4.485817575083426,396.0
explosion/spacy-models,ID1,Tool,1518.0,6546.0,296.0,2114.0,12.0,2872.0,0.8099616858237548,12.0
explosion/spacy-services,ID1,Tool,239.0,46.0,77.0,48.0,5.0,3034.0,0.0175695461200585,5.0
explosion/thinc,ID1,Tool,2796.0,11054.0,275.0,5324.0,30.0,3752.0,1.525064451446577,59.0
fabianmax/ML-Automation,ID1,Tool,8.0,18.0,2.0,19.0,1.0,2412.0,0.0099372384937238,1.0
fabiotosi92/Unsupervised-Confidence-Measures,ID1,Tool,16.0,2207.0,5.0,18.0,2.0,2473.0,0.0104408352668213,2.0
fablabbcn/smartcitizen-iscape-data,ID1,Tool,12.0,105641.0,9.0,889.0,7.0,2745.0,0.3624133713819812,7.0
FabricLabs/doorman,ID1,Tool,10.0,2320.0,5.0,135.0,3.0,3083.0,0.0554870530209617,3.0
facebookresearch/flashlight,ID1,Tool,5160.0,16246.0,498.0,1477.0,30.0,2235.0,0.7489858012170385,53.0
facebookresearch/wav2letter,ID1,Tool,6333.0,6488.0,1015.0,470.0,30.0,2621.0,0.1992369648155998,35.0
familyld/DeepCF,ID1,Tool,66.0,49689.0,32.0,12.0,1.0,2262.0,0.0063761955366631,1.0
fangchangma/self-supervised-depth-completion,ID1,Tool,607.0,50.0,133.0,19.0,3.0,2408.0,0.0088536812674743,3.0
fastnlp/fastNLP,ID1,Tool,3034.0,36844.0,452.0,2484.0,30.0,2514.0,1.1025299600532623,44.0
favstats/peRspective,ID1,Tool,51.0,40437.0,6.0,111.0,1.0,2089.0,0.0610225398570643,1.0
feedly/transfer-nlp,ID1,Tool,291.0,2940.0,17.0,465.0,6.0,2144.0,0.2493297587131367,6.0
feifeibear/SWCaffe,ID1,Tool,37.0,92221.0,20.0,72.0,3.0,2892.0,0.0280701754385964,3.0
fergiemcdowall/search-index,ID1,Tool,1367.0,17775.0,149.0,1606.0,30.0,4221.0,0.4068913098555865,42.0
FidoProject/Fido,ID1,Tool,427.0,53652.0,83.0,985.0,6.0,3457.0,0.3082942097026604,6.0
flennerhag/mlens,ID1,Tool,834.0,10428.0,106.0,879.0,2.0,2935.0,0.3289670658682634,2.0
Flowx08/artificial_intelligence,ID1,Tool,76.0,12061.0,26.0,5.0,1.0,2528.0,0.0022361359570661,1.0
FluxML/Flux.jl,ID1,Tool,4394.0,10984.0,592.0,4883.0,30.0,3219.0,1.6507775524002704,224.0
FluxML/Metalhead.jl,ID1,Tool,320.0,11273.0,68.0,874.0,30.0,2534.0,0.3855315394794883,37.0
FluxML/ONNX.jl,ID1,Tool,137.0,9205.0,25.0,278.0,17.0,2540.0,0.1226831421006178,17.0
foo123/FILTER.js,ID1,Tool,379.0,34201.0,45.0,388.0,2.0,4780.0,0.0858787073926516,2.0
fpaupier/tensorflow-serving_sidecar,ID1,Tool,45.0,119670.0,21.0,90.0,3.0,2193.0,0.0482832618025751,3.0
FraBle/python-sutime,ID1,Tool,150.0,428.0,45.0,80.0,6.0,3025.0,0.0292184075967859,6.0
fracpete/python-weka-wrapper,ID1,Tool,84.0,91998.0,24.0,733.0,1.0,3945.0,0.2080022701475596,1.0
fracpete/python-weka-wrapper3,ID1,Tool,137.0,99997.0,28.0,338.0,5.0,3222.0,0.1147318397827562,5.0
fukatani/stacked_generalization,ID1,Tool,117.0,117.0,23.0,126.0,4.0,3180.0,0.045016077170418,4.0
fukuball/jieba-php,ID1,Tool,1307.0,40254.0,258.0,177.0,10.0,3563.0,0.0536201151166313,10.0
FunctionLab/selene,ID1,Tool,364.0,158497.0,86.0,856.0,12.0,2712.0,0.3511074651353568,12.0
funkey/gunpowder,ID1,Tool,68.0,31428.0,53.0,2017.0,27.0,2844.0,0.7823894491854151,27.0
fwilliams/fml,ID1,Tool,32.0,29.0,6.0,22.0,2.0,2253.0,0.0110719677906391,1.0
gao-lab/Cell_BLAST,ID1,Tool,82.0,34034.0,12.0,24.0,2.0,2133.0,0.0130081300813008,2.0
GateNLP/gateplugin-LearningFramework,ID1,Tool,26.0,24247.0,6.0,575.0,5.0,3246.0,0.1947172367084321,5.0
gchers/random-world,ID1,Tool,13.0,245.0,4.0,151.0,1.0,2632.0,0.0642006802721088,1.0
geomstats/geomstats,ID1,Tool,1154.0,202865.0,237.0,10684.0,30.0,2647.0,4.477787091366303,71.0
gerardobort/node-corenlp,ID1,Tool,65.0,798.0,12.0,137.0,6.0,2723.0,0.0582482993197278,6.0
ghostbbbmt/NVIDIA-DeepStreamSDK,ID1,Tool,27.0,153361.0,18.0,,0.0,2470.0,,1.0
gjy3035/C-3-Framework,ID1,Tool,689.0,13880.0,200.0,133.0,6.0,2224.0,0.0677534386143657,6.0
gojek/feast,ID1,Tool,5282.0,85232.0,938.0,3319.0,30.0,2236.0,1.680506329113924,235.0
golsun/SpaceFusion,ID1,Tool,74.0,1947.0,14.0,75.0,2.0,2123.0,0.0431530494821634,2.0
google-research/language,ID1,Tool,1563.0,6364.0,341.0,146.0,10.0,2291.0,0.0720276270350271,10.0
google/tacotron,ID1,Tool,527.0,732309.0,83.0,113.0,12.0,2866.0,0.0434448289119569,12.0
google/uis-rnn,ID1,Tool,1533.0,112109.0,318.0,178.0,5.0,2284.0,0.087988136431043,5.0
google/voice-builder,ID1,Tool,630.0,1413.0,132.0,62.0,5.0,2516.0,0.0275188637372392,5.0
googleapis/dialogflow-python-client-v2,ID1,Tool,393.0,10668.0,140.0,382.0,30.0,2648.0,0.1600335148722245,34.0
googleapis/nodejs-dialogflow,ID1,Tool,797.0,16937.0,271.0,531.0,30.0,2649.0,0.2225481978206203,41.0
googleapis/nodejs-speech,ID1,Tool,686.0,11988.0,290.0,687.0,30.0,2738.0,0.282716049382716,59.0
googleapis/nodejs-translate,ID1,Tool,518.0,2527.0,120.0,628.0,30.0,2738.0,0.253839935327405,41.0
googleapis/nodejs-video-intelligence,ID1,Tool,60.0,10499.0,40.0,504.0,30.0,2738.0,0.2314049586776859,44.0
googleapis/nodejs-vision,ID1,Tool,496.0,13215.0,182.0,689.0,30.0,2738.0,0.2805374592833876,49.0
gorgonia/gorgonia,ID1,Tool,5356.0,92983.0,426.0,896.0,30.0,3053.0,0.3209169054441261,48.0
gorgonia/tensor,ID1,Tool,341.0,1534.0,48.0,160.0,18.0,2685.0,0.066006600660066,18.0
gosha20777/keras2cpp,ID1,Tool,183.0,93.0,54.0,64.0,2.0,2257.0,0.0320802005012531,2.0
goulu/Goulib,ID1,Tool,42.0,118122.0,6.0,1114.0,2.0,4604.0,0.2682398266313508,2.0
gpleiss/temperature_scaling,ID1,Tool,1038.0,19.0,158.0,10.0,1.0,2730.0,0.0040502227622519,1.0
GRAAL-Research/poutyne,ID1,Tool,558.0,18164.0,62.0,767.0,19.0,2604.0,0.3274978650725875,19.0
graknlabs/kglib,ID1,Tool,552.0,11528.0,93.0,508.0,10.0,2321.0,0.2481680508060576,10.0
graphik-team/graal,ID1,Tool,43.0,486249.0,12.0,1512.0,4.0,3599.0,0.4580430172674947,4.0
greyblake/whatlang-rs,ID1,Tool,952.0,2144.0,108.0,569.0,20.0,3001.0,0.208348590259978,20.0
grigorisg9gr/rocgan,ID1,Tool,15.0,380.0,2.0,18.0,2.0,2186.0,0.0098792535675082,2.0
guillaumegenthial/tf_metrics,ID1,Tool,223.0,16.0,71.0,16.0,3.0,2321.0,0.0082644628099173,3.0
gunthercox/ChatterBot,ID1,Tool,13907.0,4354.0,4413.0,1848.0,30.0,3770.0,0.5266457680250783,82.0
guokr/Caver,ID1,Tool,39.0,11826.0,3.0,90.0,3.0,2388.0,0.0526008182349503,3.0
GValiente/pocket-tensor,ID1,Tool,66.0,24220.0,10.0,39.0,1.0,2451.0,0.0238970588235294,1.0
gyrdym/ml_algo,ID1,Tool,178.0,9517.0,27.0,1062.0,1.0,2853.0,0.4101969872537659,1.0
h2oai/h2o-3,ID1,Tool,6741.0,623927.0,1988.0,32451.0,30.0,3979.0,8.728079612694998,170.0
h2oai/sparkling-water,ID1,Tool,952.0,48944.0,363.0,3873.0,30.0,3755.0,1.112611318586613,47.0
hagax8/ugtm,ID1,Tool,42.0,12837.0,8.0,142.0,3.0,2641.0,0.0624175824175824,3.0
hahnyuan/nn_tools,ID1,Tool,353.0,206.0,64.0,101.0,1.0,2975.0,0.0381708238851095,1.0
hank110/bagofconcepts,ID1,Tool,20.0,5602.0,1.0,82.0,1.0,2759.0,0.0380510440835266,1.0
HareeshBahuleyan/probabilistic_nlg,ID1,Tool,28.0,25923.0,4.0,10.0,1.0,2153.0,0.0065963060686015,1.0
harujoh/KelpNet,ID1,Tool,239.0,18129.0,26.0,884.0,5.0,3108.0,0.3108298171589311,5.0
hasibzunair/unconventional-wisdom,ID1,Tool,18.0,23977.0,2.0,52.0,1.0,2422.0,0.0480147737765466,1.0
hav4ik/Hydra,ID1,Tool,145.0,171.0,15.0,107.0,1.0,2096.0,0.0587589236683141,1.0
haythamfayek/MatDL,ID1,Tool,11.0,51.0,0.0,10.0,1.0,2685.0,0.0041597337770382,1.0
hazimehh/L0Learn,ID1,Tool,93.0,74907.0,33.0,588.0,4.0,2651.0,0.2484157160963244,4.0
hcmlab/nova,ID1,Tool,172.0,619796.0,32.0,1739.0,6.0,3103.0,0.6127554615926709,6.0
Hironsan/HateSonar,ID1,Tool,179.0,4273.0,37.0,235.0,2.0,2554.0,0.1027097902097902,2.0
HIT-SCIR/ltp,ID1,Tool,4810.0,16234.0,1030.0,102.0,3.0,4985.0,0.0215918712955122,3.0
hli1221/imagefusion_deeplearning,ID1,Tool,207.0,12406.0,71.0,78.0,1.0,2585.0,0.033751622674167,1.0
HongyangGao/ChannelNets,ID1,Tool,75.0,71.0,17.0,37.0,1.0,2331.0,0.0190133607399794,1.0
HornedSungem/SungemSDK-Python,ID1,Tool,15.0,11393.0,7.0,15.0,1.0,2365.0,0.0289017341040462,1.0
Hourout/beefly,ID1,Tool,12.0,5253.0,1.0,166.0,2.0,2262.0,0.3887587822014051,2.0
Hourout/tensorcv,ID1,Tool,10.0,260.0,3.0,219.0,1.0,2247.0,0.219,1.0
Hourout/tensordata,ID1,Tool,12.0,375.0,3.0,320.0,1.0,2224.0,0.2914389799635701,1.0
hoxo-m/densratio_py,ID1,Tool,125.0,437.0,30.0,96.0,4.0,3012.0,0.0351906158357771,4.0
hpi-xnor/BMXNet,ID1,Tool,349.0,41606.0,95.0,6833.0,30.0,2803.0,2.7474869320466424,355.0
hpi-xnor/BMXNet-v2,ID1,Tool,229.0,49820.0,33.0,10008.0,30.0,2242.0,5.180124223602484,367.0
hscspring/AIToolBox,ID1,Tool,22.0,247.0,3.0,116.0,2.0,2574.0,0.0535796766743649,2.0
huanglianghua/open-vot,ID1,Tool,84.0,226.0,16.0,106.0,4.0,2449.0,0.0513565891472868,4.0
huggingface/pytorch-pretrained-BERT,ID1,Tool,125583.0,213842.0,24888.0,16034.0,30.0,2278.0,7.949429846306396,433.0
huseinzol05/Malaya,ID1,Tool,457.0,120366.0,126.0,874.0,9.0,2509.0,0.3896567097637093,9.0
HuwCampbell/grenade,ID1,Tool,1439.0,357.0,85.0,201.0,14.0,3136.0,0.0699373695198329,14.0
hwang595/ps_pytorch,ID1,Tool,52.0,567.0,15.0,277.0,0.0,2703.0,0.1149854711498547,1.0
i3thuan5/tai5-uan5_gian5-gi2_kang1-ku7,ID1,Tool,105.0,113681.0,31.0,2736.0,5.0,4077.0,0.7171690694626475,5.0
iamDecode/sklearn-pmml-model,ID1,Tool,77.0,607.0,15.0,241.0,4.0,2421.0,0.1117292535929531,4.0
iArunava/DCGAN,ID1,Tool,26.0,464223.0,17.0,87.0,1.0,2182.0,0.047077922077922,1.0
ibayer/fastFM,ID1,Tool,1066.0,4886.0,204.0,297.0,15.0,3741.0,0.0855907780979827,15.0
IBM/MAX-Spatial-Transformer-Network,ID1,Tool,10.0,73.0,11.0,18.0,6.0,2508.0,0.0084388185654008,6.0
IBM/mi-prometheus,ID1,Tool,42.0,61225.0,18.0,2111.0,12.0,2312.0,1.5556374355195284,12.0
ibnmalik/ibnmalik,ID1,Tool,9.0,8.0,2.0,7.0,1.0,2735.0,0.0040322580645161,1.0
ichibod/object-detection-for-coreml,ID1,Tool,9.0,17.0,0.0,5.0,1.0,2576.0,0.0093283582089552,1.0
ieee8023/countception,ID1,Tool,51.0,123574.0,14.0,16.0,1.0,2741.0,0.0070298769771528,1.0
IGITUGraz/L2L,ID1,Tool,36.0,7615.0,23.0,196.0,12.0,2886.0,0.0824915824915824,12.0
ikegami-yukino/neologdn,ID1,Tool,265.0,531.0,20.0,103.0,6.0,3474.0,0.0320972265503272,6.0
ildoonet/unsupervised-data-augmentation,ID1,Tool,147.0,46.0,9.0,10.0,1.0,2068.0,0.005941770647653,1.0
imatge-upc/skiprnn-2017-telecombcn,ID1,Tool,124.0,1551.0,39.0,44.0,3.0,2753.0,0.017749092375958,3.0
indeedeng/vowpal-wabbit-java,ID1,Tool,48.0,104656.0,16.0,161.0,7.0,2817.0,0.0639142516871774,7.0
IndicoDataSolutions/Enso,ID1,Tool,95.0,929.0,12.0,203.0,6.0,2845.0,0.082520325203252,6.0
ines/spacy-js,ID1,Tool,184.0,658.0,23.0,56.0,1.0,2282.0,0.0279580629056415,1.0
inferno-pytorch/inferno,ID1,Tool,243.0,40552.0,41.0,962.0,13.0,2787.0,0.3910569105691057,13.0
innodatalabs/tbert,ID1,Tool,16.0,85.0,5.0,73.0,1.0,2269.0,0.0376288659793814,1.0
inspirehep/magpie,ID1,Tool,680.0,95373.0,192.0,196.0,4.0,3345.0,0.0635538261997405,4.0
intel-analytics/BigDL,ID1,Tool,6011.0,231838.0,1202.0,2887.0,30.0,3069.0,1.0281339031339032,96.0
intel/clDNN,ID1,Tool,574.0,141996.0,115.0,91.0,9.0,2844.0,0.035436137071651,9.0
intel/dffml,ID1,Tool,241.0,604021.0,141.0,4071.0,30.0,2318.0,1.980058365758755,61.0
intel/mkl-dnn,ID1,Tool,3471.0,181268.0,954.0,16416.0,30.0,3181.0,5.6219178082191785,263.0
intel/MLSL,ID1,Tool,109.0,16588.0,34.0,44.0,8.0,2962.0,0.0163447251114413,8.0
IntelAI/models,ID1,Tool,658.0,458578.0,210.0,2605.0,30.0,2284.0,1.2876915472071182,88.0
intelligo-systems/intelligo,ID1,Tool,426.0,166145.0,77.0,2195.0,9.0,2624.0,0.9384352287302266,9.0
intelligo-systems/neuro.js,ID1,Tool,187.0,1272.0,35.0,122.0,6.0,2652.0,0.0518707482993197,6.0
IntelPython/hpat,ID1,Tool,645.0,16601.0,61.0,3103.0,28.0,2793.0,1.2456844640706544,28.0
intento/intento-api,ID1,Tool,39.0,264.0,5.0,232.0,15.0,2773.0,0.1004329004329004,15.0
iterative/dvc,ID1,Tool,13156.0,19660.0,1141.0,9276.0,30.0,2882.0,3.5391072109881723,269.0
ivclab/agegenderLMTCNN,ID1,Tool,40.0,302811.0,3.0,45.0,1.0,2421.0,0.0213068181818181,1.0
ivclab/NeuralMerger,ID1,Tool,20.0,19347.0,3.0,38.0,2.0,2460.0,0.0296643247462919,2.0
iver56/audiomentations,ID1,Tool,1700.0,9766.0,177.0,1192.0,20.0,2172.0,0.6237571951857667,20.0
J535D165/recordlinkage,ID1,Tool,911.0,73399.0,149.0,912.0,18.0,3385.0,0.2920268972142171,18.0
jackdh/RasaTalk,ID1,Tool,293.0,18722.0,87.0,137.0,5.0,2404.0,0.0667641325536062,5.0
jacobgil/pytorch-grad-cam,ID1,Tool,9490.0,112871.0,1485.0,221.0,30.0,2794.0,0.087248322147651,33.0
jacobhinkle/lagomorph,ID1,Tool,19.0,5173.0,4.0,141.0,1.0,2263.0,0.0716827656329435,1.0
JacopoMangiavacchi/SwiftNLC,ID1,Tool,72.0,2413.0,17.0,61.0,1.0,2510.0,0.0272199910754127,1.0
james-bowman/nlp,ID1,Tool,432.0,406.0,45.0,145.0,5.0,2871.0,0.0556194859992328,5.0
janhuenermann/neurojs,ID1,Tool,4397.0,19503.0,363.0,60.0,4.0,3049.0,0.0215362526920315,4.0
jasonwei20/eda_nlp,ID1,Tool,1552.0,20905.0,316.0,57.0,2.0,2219.0,0.029126213592233,2.0
jbrea/BayesianOptimization.jl,ID1,Tool,88.0,174.0,15.0,79.0,7.0,2295.0,0.0391089108910891,7.0
jcarreira/cirrus,ID1,Tool,22.0,112979.0,9.0,912.0,5.0,2425.0,0.441432720232333,5.0
jcmgray/autoray,ID1,Tool,114.0,1744.0,9.0,260.0,5.0,2122.0,0.1403130059363194,6.0
jdeng/goface,ID1,Tool,119.0,1838.0,26.0,16.0,1.0,2557.0,0.0071813285457809,1.0
jdermody/brightwire,ID1,Tool,119.0,48748.0,18.0,910.0,5.0,3173.0,0.3310294652600946,5.0
jedld/tensor_stream-opencl,ID1,Tool,27.0,3931.0,0.0,97.0,1.0,2333.0,0.0526315789473684,1.0
jeeliz/jeelizFaceFilter,ID1,Tool,2622.0,169955.0,534.0,533.0,18.0,2533.0,0.2348017621145374,18.0
jeeliz/jeelizWeboji,ID1,Tool,1060.0,49233.0,150.0,125.0,5.0,2417.0,0.0580585229911751,5.0
jefkine/zeta-learn,ID1,Tool,35.0,11148.0,6.0,687.0,1.0,2513.0,0.3132694938440492,1.0
jenetics/jenetics,ID1,Tool,822.0,84048.0,150.0,12210.0,18.0,4051.0,3.2284505552617664,18.0
jerrygaoLondon/jgtextrank,ID1,Tool,13.0,9173.0,4.0,34.0,1.0,2600.0,0.0153707052441229,1.0
JetsGame/GroomRL,ID1,Tool,17.0,43901.0,2.0,190.0,3.0,2251.0,0.1018220793140407,3.0
jevois/jevois,ID1,Tool,140.0,87806.0,53.0,333.0,5.0,2900.0,0.1306394664574343,5.0
jfilter/text-classification-keras,ID1,Tool,52.0,12354.0,11.0,179.0,4.0,2410.0,0.0860163382988947,4.0
jgreener64/Bio3DView.jl,ID1,Tool,32.0,25283.0,7.0,102.0,6.0,2683.0,0.042113955408753,6.0
jgreitemann/svm,ID1,Tool,6.0,287.0,2.0,146.0,1.0,2568.0,0.1,1.0
JiahuiYu/neuralgym,ID1,Tool,95.0,77.0,93.0,39.0,1.0,2620.0,0.0170753064798598,1.0
jmaggio14/imagepypelines,ID1,Tool,6.0,9958.0,2.0,1450.0,3.0,2370.0,2.135493372606774,3.0
jmschrei/apricot,ID1,Tool,490.0,7335.0,46.0,172.0,4.0,2356.0,0.0821002386634844,4.0
jmschrei/pomegranate,ID1,Tool,3262.0,55326.0,582.0,984.0,30.0,3713.0,0.2853828306264501,67.0
jmwoloso/pychattr,ID1,Tool,56.0,2185.0,23.0,141.0,3.0,2388.0,0.0752,3.0
jnbraun/bcnn,ID1,Tool,45.0,1636.0,9.0,380.0,2.0,3042.0,0.1400663472171028,2.0
joeylitalien/noise2noise-pytorch,ID1,Tool,283.0,31748.0,58.0,154.0,1.0,2344.0,0.0747935891209325,1.0
johnolafenwa/TorchFusion,ID1,Tool,257.0,1094.0,43.0,79.0,2.0,2419.0,0.0388397246804326,2.0
johnolafenwa/TorchFusion-Utils,ID1,Tool,15.0,63.0,7.0,34.0,1.0,2093.0,0.0233356211393273,1.0
JohnSnowLabs/spark-nlp,ID1,Tool,3701.0,1583023.0,701.0,8514.0,30.0,2678.0,3.522548613984278,89.0
JohnVinyard/zounds,ID1,Tool,23.0,2443.0,6.0,1247.0,1.0,3228.0,0.4215686274509804,1.0
jonghough/jlearn,ID1,Tool,56.0,9997.0,13.0,31.0,1.0,2374.0,0.0155857214680744,1.0
Jopepato/SMiLE,ID1,Tool,13.0,3903.0,3.0,89.0,1.0,2277.0,0.0516241299303944,1.0
Joseph94m/MCMC,ID1,Tool,196.0,11608.0,81.0,22.0,1.0,2267.0,0.0110608345902463,1.0
JosieHong/CNNs_for_classifing_CIFAR10,ID1,Tool,32.0,11890.0,9.0,42.0,1.0,2425.0,0.0199146514935988,1.0
jpuigcerver/Laia,ID1,Tool,138.0,1884.0,59.0,338.0,5.0,3236.0,0.1138814016172506,5.0
jsbroks/imantics,ID1,Tool,365.0,3074.0,66.0,110.0,9.0,2202.0,0.0568769389865563,9.0
