ProjectName,IDPaper_x,ProjectType_x,Stars,Size,Forks,Commit Count,Contributors,Project Age,Activity Rate,ContributorNumber
steven2358/sklearn-matlab,ID1,Tool,27.0,44.0,13.0,39.0,2.0,3126.0,0.0141560798548094,2.0
stevewyl/nlp_toolkit,ID1,Tool,37.0,7222.0,4.0,56.0,1.0,2275.0,0.0287769784172661,1.0
Stick-To/Inception-tensorflow,ID1,Tool,6.0,20.0,1.0,18.0,1.0,2269.0,0.072289156626506,1.0
Stick-To/light-head-rcnn-tensorflow,ID1,Tool,14.0,654.0,1.0,18.0,1.0,2122.0,0.0236842105263157,1.0
Stick-To/ResNeXt-tensorflow,ID1,Tool,6.0,8.0,2.0,11.0,1.0,2256.0,0.0083459787556904,1.0
Stick-To/RetinaNet-tensorflow,ID1,Tool,26.0,834.0,7.0,18.0,1.0,2191.0,0.0105820105820105,1.0
summit1993/I-am-Super,ID1,Tool,29.0,112.0,3.0,74.0,1.0,2075.0,0.0729783037475345,1.0
supervisely/supervisely,ID1,Tool,440.0,40347.0,70.0,1151.0,30.0,2390.0,0.5406294034758102,30.0
suraj-deshmukh/Active-Learning,ID1,Tool,14.0,3744.0,4.0,24.0,1.0,2864.0,0.0101394169835234,1.0
suriyadeepan/torchtest,ID1,Tool,303.0,40.0,17.0,30.0,1.0,2269.0,0.0149402390438247,1.0
Swift-AI/NeuralNet,ID1,Tool,207.0,50.0,42.0,24.0,2.0,2849.0,0.009685230024213,2.0
switchablenorms/Sparse_SwitchNorm,ID1,Tool,65.0,280.0,8.0,19.0,3.0,2122.0,0.0104972375690607,3.0
symisc/ascii_art,ID1,Tool,703.0,212.0,79.0,23.0,1.0,2637.0,0.0096842105263157,1.0
symisc/sod,ID1,Tool,1714.0,3582.0,209.0,80.0,3.0,2480.0,0.036068530207394,3.0
SymphonyPy/Valified_Code_Classify,ID1,Tool,102.0,144.0,56.0,33.0,1.0,2855.0,0.013095238095238,1.0
t-sakai-kure/pywsl,ID1,Tool,122.0,13406.0,29.0,119.0,5.0,2685.0,0.049092409240924,5.0
tamimmirza/Intrusion-Detection-System-using-Deep-Learning,ID1,Tool,129.0,335.0,56.0,19.0,2.0,2299.0,0.0093411996066863,2.0
tangledpath/ruby-fann,ID1,Tool,489.0,2568.0,42.0,59.0,4.0,4321.0,0.0146003464488987,4.0
tasdikrahman/vocabulary,ID1,Tool,556.0,570.0,76.0,103.0,12.0,3342.0,0.0340158520475561,12.0
TatsuyaShirakawa/poincare-embedding,ID1,Tool,230.0,243.0,28.0,19.0,2.0,2771.0,0.0077773229635693,2.0
TeamHG-Memex/eli5,ID1,Tool,2727.0,37429.0,332.0,1198.0,12.0,3052.0,0.42923683267646,12.0
TechPrimers/core-nlp-example,ID1,Tool,31.0,15.0,31.0,14.0,2.0,2753.0,0.0060816681146828,2.0
Tencent/ncnn,ID1,Tool,19293.0,24765.0,4055.0,3233.0,30.0,2764.0,1.2916500199760288,298.0
Tencent/PocketFlow,ID1,Tool,2781.0,1190.0,499.0,214.0,9.0,2276.0,0.1068397403894158,9.0
tensorflow/addons,ID1,Tool,1677.0,6184.0,605.0,1519.0,30.0,2250.0,0.7652392947103275,197.0
tensorflow/cleverhans,ID1,Tool,6085.0,9369.0,1382.0,3203.0,30.0,3052.0,1.1476173414546758,108.0
tensorflow/privacy,ID1,Tool,1874.0,2252.0,443.0,870.0,30.0,2225.0,0.4429735234215886,56.0
tensorflow/ranking,ID1,Tool,2715.0,6392.0,473.0,556.0,30.0,2243.0,0.2815189873417721,34.0
tensorflow/tensor2tensor,ID1,Tool,14923.0,17508.0,3424.0,4379.0,30.0,2779.0,1.7390786338363782,217.0
tensorflow/tensorflow,ID1,Tool,182653.0,1010408.0,73887.0,165191.0,30.0,3365.0,53.21875,407.0
tensorflow/tfjs,ID1,Tool,18145.0,172376.0,1910.0,6091.0,30.0,2516.0,2.701108647450111,338.0
tensorflow/tfjs-core,ID1,Tool,8487.0,380006.0,955.0,1408.0,30.0,2731.0,0.5702713649250709,116.0
tensorflow/tfjs-data,ID1,Tool,66.0,8735.0,32.0,170.0,12.0,2467.0,0.0816522574447646,12.0
TensorImage/tensorimage,ID1,Tool,17.0,288.0,3.0,282.0,3.0,2286.0,0.3226544622425629,3.0
tensorly/tensorly,ID1,Tool,1498.0,16117.0,281.0,1875.0,30.0,3016.0,0.6808278867102396,53.0
terrytangyuan/dml,ID1,Tool,59.0,260.0,32.0,103.0,11.0,3438.0,0.0325640214985773,11.0
textlint/textlint,ID1,Tool,2760.0,22684.0,152.0,3643.0,30.0,3682.0,1.0648933060508623,77.0
the-super-toys/glimpse-android,ID1,Tool,596.0,19909.0,29.0,130.0,4.0,2177.0,0.0691489361702127,4.0
theeluwin/pytorch-quadratum,ID1,Tool,6.0,14.0,1.0,18.0,2.0,2445.0,0.0167286245353159,2.0
thehyve/tmtk,ID1,Tool,6.0,4084.0,4.0,484.0,8.0,3209.0,0.1889149102263856,8.0
Thenerdstation/mltest,ID1,Tool,345.0,46.0,25.0,70.0,1.0,2636.0,0.0301334481274214,1.0
theodore-ando/active-learning,ID1,Tool,5.0,275.0,4.0,19.0,1.0,2400.0,0.0664335664335664,1.0
theopenconversationkit/tock,ID1,Tool,454.0,55522.0,125.0,3241.0,30.0,2876.0,1.2403367776502106,53.0
therfoo/therfoo,ID1,Tool,18.0,11389.0,5.0,80.0,1.0,2191.0,0.0555941626129256,1.0
thiagopbueno/tf-plan,ID1,Tool,16.0,304.0,6.0,199.0,1.0,2361.0,0.0992518703241895,1.0
ThinkingForms/VLML,ID1,Tool,23.0,11190.0,3.0,57.0,2.0,2228.0,0.0314569536423841,2.0
thombashi/pytablewriter,ID1,Tool,593.0,2597.0,42.0,2009.0,8.0,3167.0,0.6995125348189415,8.0
ThoughtWorksInc/DeepLearning.scala,ID1,Tool,764.0,8380.0,87.0,1893.0,16.0,2985.0,0.6977515665315149,16.0
thu-ml/zhusuan,ID1,Tool,2200.0,1836.0,421.0,439.0,16.0,3111.0,0.1543057996485061,16.0
thuijskens/scikit-hyperband,ID1,Tool,74.0,5688.0,19.0,33.0,1.0,2349.0,0.0160818713450292,1.0
thuml/HashNet,ID1,Tool,239.0,27351.0,84.0,91.0,1.0,2746.0,0.036976838683462,1.0
thuml/Xlearn,ID1,Tool,457.0,9081.0,157.0,44.0,5.0,2677.0,0.0182496889257569,5.0
THUNLP-MT/THUMT,ID1,Tool,691.0,4445.0,197.0,136.0,13.0,2774.0,0.0545527476935419,13.0
tiny-dnn/tiny-dnn,ID1,Tool,5779.0,25554.0,1390.0,1012.0,30.0,4420.0,0.243327723010339,70.0
tkrabel/edaviz,ID1,Tool,224.0,29.0,23.0,14.0,1.0,2159.0,0.0077907623817473,1.0
tlemo/darwin,ID1,Tool,107.0,15718.0,21.0,575.0,1.0,2265.0,0.297004132231405,1.0
tlverse/tmle3,ID1,Tool,33.0,1192.0,13.0,316.0,6.0,2652.0,0.1373913043478261,6.0
tlverse/tmle3shift,ID1,Tool,14.0,483.0,1.0,148.0,2.0,2436.0,0.0780590717299578,2.0
tobegit3hub/ml_implementation,ID1,Tool,381.0,35.0,185.0,33.0,2.0,2783.0,0.0131108462455303,2.0
TonythePlaneswalker/pcn,ID1,Tool,402.0,197.0,86.0,18.0,3.0,2367.0,0.0086289549376797,3.0
TorchCraft/TorchCraft,ID1,Tool,1376.0,8339.0,214.0,466.0,12.0,2973.0,0.1738157403953748,12.0
torchgan/torchgan,ID1,Tool,1387.0,24010.0,168.0,126.0,9.0,2317.0,0.0613138686131386,9.0
tradr-project/tensorflow_ros_cpp,ID1,Tool,61.0,72.0,17.0,115.0,2.0,2414.0,0.0593395252837977,2.0
Tramac/DenseVoxNet-tensorflow,ID1,Tool,21.0,19.0,3.0,11.0,1.0,2452.0,0.005801687763713,1.0
trevorstephens/gplearn,ID1,Tool,1537.0,7990.0,273.0,161.0,9.0,3591.0,0.0483774038461538,9.0
triagemd/model-converters,ID1,Tool,7.0,203.0,1.0,120.0,3.0,2717.0,0.0624024960998439,3.0
trthatcher/MLKernels.jl,ID1,Tool,77.0,5256.0,37.0,668.0,6.0,3635.0,0.2296321760055001,6.0
tspooner/rsrl,ID1,Tool,169.0,1431.0,14.0,545.0,4.0,2857.0,0.2099383667180277,4.0
tugstugi/mongolian-bert,ID1,Tool,41.0,2159.0,10.0,86.0,3.0,2135.0,0.0461868958109559,3.0
tugstugi/mongolian-speech-recognition,ID1,Tool,128.0,168.0,52.0,132.0,1.0,2326.0,0.0643588493417845,1.0
TuringLang/Turing.jl,ID1,Tool,1971.0,34111.0,213.0,3344.0,30.0,3191.0,1.141686582451349,89.0
Tw1ddle/needs-ai-lib,ID1,Tool,12.0,768.0,1.0,60.0,1.0,2536.0,0.029940119760479,1.0
Tyill/skynet,ID1,Tool,61.0,89758.0,24.0,287.0,1.0,2355.0,0.1391177896267571,1.0
uds-lsv/TF-NNLM-TK,ID1,Tool,20.0,58.0,2.0,13.0,2.0,2523.0,0.0132113821138211,2.0
Ugness/PiCANet-Implementation,ID1,Tool,177.0,2386.0,40.0,123.0,1.0,2403.0,0.0579915134370579,1.0
unageanu/jiji2,ID1,Tool,239.0,13532.0,54.0,2419.0,3.0,3597.0,0.727956665663557,3.0
unagiootoro/ruby-dnn,ID1,Tool,42.0,7686.0,2.0,883.0,2.0,2398.0,0.4170996693434105,2.0
undertheseanlp/underthesea,ID1,Tool,1315.0,173741.0,270.0,851.0,11.0,2885.0,0.3246852346432659,11.0
unitn-sml/pyconstruct,ID1,Tool,21.0,14417.0,4.0,286.0,2.0,2504.0,0.1289449954914337,2.0
usnistgov/jarvis,ID1,Tool,274.0,244886.0,117.0,2105.0,10.0,2772.0,0.8393141945773525,10.0
uw-biorobotics/IKBT,ID1,Tool,168.0,738.0,34.0,203.0,3.0,2681.0,0.0847599164926931,3.0
vacancy/SceneGraphParser,ID1,Tool,506.0,94.0,54.0,62.0,5.0,2347.0,0.0297219558964525,5.0
valohai/valohai-cli,ID1,Tool,13.0,682.0,6.0,584.0,11.0,2906.0,0.2218844984802431,11.0
vbalnt/tfeat,ID1,Tool,146.0,31534.0,45.0,34.0,4.0,3046.0,0.0123546511627906,4.0
vc1492a/henosis,ID1,Tool,11.0,1096.0,3.0,23.0,1.0,2542.0,0.0207394048692515,1.0
vdorobantu/lyapy,ID1,Tool,36.0,3104.0,14.0,65.0,4.0,2438.0,0.0376157407407407,4.0
vecxoz/vecstack,ID1,Tool,685.0,549.0,83.0,189.0,1.0,2998.0,0.0691294806144842,1.0
VeritasOS/nlp,ID1,Tool,1.0,167.0,4.0,71.0,6.0,2696.0,0.0463446475195822,6.0
versilov/matrex,ID1,Tool,479.0,36939.0,30.0,431.0,7.0,2477.0,0.1953762466001813,7.0
vertexclique/orkhon,ID1,Tool,145.0,27489.0,5.0,102.0,1.0,2077.0,0.0572069545709478,1.0
viadee/javaAnchorExplainer,ID1,Tool,15.0,539.0,3.0,161.0,5.0,2331.0,0.0795847750865051,5.0
vijuSR/face_recognition,ID1,Tool,0.0,30537.0,2.0,59.0,1.0,2155.0,1.5945945945945943,1.0
vikasverma1077/ICT,ID1,Tool,141.0,105075.0,33.0,58.0,2.0,2151.0,0.0308346624136097,2.0
vinhkhuc/JFastText,ID1,Tool,225.0,59.0,99.0,57.0,1.0,2909.0,0.0218307162006893,1.0
vkuznet/TFaaS,ID1,Tool,54.0,12080.0,5.0,319.0,1.0,2640.0,0.1414634146341463,1.0
vlgiitr/GenZoo,ID1,Tool,18.0,344311.0,8.0,121.0,5.0,2080.0,0.0937984496124031,5.0
vlomonaco/core50,ID1,Tool,115.0,66622.0,25.0,116.0,1.0,2830.0,0.0454723637789102,1.0
vncorenlp/VnCoreNLP,ID1,Tool,560.0,243502.0,140.0,46.0,3.0,2581.0,0.0198275862068965,3.0
VSainteuf/izitorch,ID1,Tool,6.0,256.0,1.0,188.0,1.0,2256.0,0.1398809523809523,1.0
vzhong/embeddings,ID1,Tool,219.0,48.0,31.0,41.0,6.0,2887.0,0.015648854961832,6.0
vzhou842/profanity-check,ID1,Tool,596.0,29087.0,111.0,31.0,3.0,2219.0,0.0159793814432989,3.0
Waikato/weka-trunk,ID1,Tool,124.0,430241.0,33.0,9984.0,1.0,2430.0,4.609418282548477,1.0
Waikato/wekaDeeplearning4j,ID1,Tool,181.0,149155.0,180.0,1765.0,7.0,3309.0,0.5805921052631579,7.0
wasidennis/AdaptSegNet,ID1,Tool,839.0,3053.0,203.0,82.0,3.0,2528.0,0.0363797692990239,3.0
Wason1797/Nn-Learn-Lib,ID1,Tool,8.0,294.0,1.0,28.0,2.0,2221.0,0.0159090909090909,2.0
watzon/cadmium,ID1,Tool,201.0,9691.0,16.0,170.0,4.0,2510.0,0.0779816513761468,4.0
WeBankFinTech/FATE,ID1,Tool,5520.0,277335.0,1539.0,13775.0,30.0,2191.0,7.137305699481865,84.0
webfirmframework/wff,ID1,Tool,12.0,15083.0,3.0,1984.0,2.0,3358.0,0.6483660130718955,2.0
weiHelloWorld/accelerated_sampling_with_autoencoder,ID1,Tool,24.0,9749.0,8.0,1026.0,1.0,3339.0,0.3468559837728194,1.0
weizhenzhao/rasa_nlu,ID1,Tool,20.0,2864.0,16.0,20.0,1.0,2146.0,0.0106666666666666,1.0
WenjieZ/TSCV,ID1,Tool,246.0,229.0,42.0,56.0,3.0,2081.0,0.0312325711098717,3.0
whoisraibolt/LBCNN,ID1,Tool,21.0,28732.0,16.0,16.0,1.0,2575.0,0.0080889787664307,1.0
williamFalcon/pytorch-lightning,ID1,Tool,26998.0,131236.0,3256.0,10307.0,30.0,2125.0,5.52950643776824,442.0
williamscott701/Information-Retrieval,ID1,Tool,125.0,34856.0,157.0,11.0,1.0,2188.0,0.0057381324986958,1.0
williamSYSU/TextGAN-PyTorch,ID1,Tool,860.0,19854.0,202.0,309.0,6.0,2127.0,0.1657725321888412,6.0
winkjs/wink-pos-tagger,ID1,Tool,64.0,1888.0,12.0,132.0,3.0,2623.0,0.0565068493150684,3.0
wittawatj/cadgan,ID1,Tool,22.0,35883.0,4.0,219.0,3.0,2083.0,0.2134502923976608,3.0
wittawatj/kernel-ep,ID1,Tool,17.0,30228.0,7.0,437.0,5.0,3873.0,0.1353779429987608,5.0
wkcn/MobulaOP,ID1,Tool,166.0,614.0,21.0,383.0,6.0,2454.0,0.1769870609981515,6.0
wmkouw/libTLDA,ID1,Tool,89.0,5638.0,25.0,84.0,2.0,3439.0,0.0283018867924528,2.0
wq2012/SimpleDER,ID1,Tool,60.0,81.0,9.0,41.0,1.0,2188.0,0.0213652944241792,1.0
wq2012/SpectralCluster,ID1,Tool,490.0,1899.0,73.0,171.0,3.0,2197.0,0.0889698231009365,3.0
wujian16/Cornell-MOE,ID1,Tool,255.0,16352.0,65.0,1324.0,13.0,3010.0,0.4837413226160029,13.0
xcyan/eccv18_mtvae,ID1,Tool,38.0,79.0,7.0,37.0,1.0,2366.0,0.0186774356385663,1.0
xgfs/verse,ID1,Tool,128.0,44.0,22.0,33.0,4.0,2526.0,0.0149795733091239,4.0
XiaohangZhan/conditional-motion-propagation,ID1,Tool,137.0,52582.0,20.0,52.0,1.0,2117.0,0.0286659316427783,1.0
XiaoMi/mace,ID1,Tool,4880.0,31811.0,816.0,3347.0,30.0,2402.0,1.5632881830920131,48.0
xinjli/pytensor,ID1,Tool,18.0,13408.0,6.0,93.0,2.0,3000.0,0.0346110904354298,2.0
xmartlabs/Bender,ID1,Tool,1786.0,72730.0,95.0,92.0,8.0,2822.0,0.0360501567398119,8.0
Xtra-Computing/thundergbm,ID1,Tool,687.0,28411.0,84.0,611.0,8.0,2995.0,0.2247976453274466,8.0
xyguo/clusterz,ID1,Tool,9.0,127.0,1.0,35.0,1.0,2593.0,0.0176678445229682,1.0
yaph/ipython-notebooks,ID1,Tool,55.0,36579.0,23.0,167.0,1.0,4035.0,0.0453065653825284,1.0
yaserkl/RLSeq2Seq,ID1,Tool,761.0,4374.0,161.0,181.0,2.0,2436.0,0.0839907192575406,2.0
yasserfarouk/negmas,ID1,Tool,45.0,92061.0,15.0,3050.0,7.0,2183.0,1.6120507399577166,7.0
yasufumy/lineflow,ID1,Tool,181.0,863.0,9.0,786.0,4.0,2159.0,0.4219001610305958,4.0
yasufumy/pipelib,ID1,Tool,6.0,106.0,0.0,152.0,1.0,2225.0,0.1014009339559706,1.0
YevhenKap/ai,ID1,Tool,18.0,59.0,5.0,23.0,2.0,2204.0,0.0124661246612466,2.0
yhangf/mimose,ID1,Tool,14.0,518.0,7.0,67.0,1.0,3096.0,0.0260093167701863,1.0
yinchuandong/sentiment-analysis,ID1,Tool,15.0,13713.0,2.0,36.0,1.0,2065.0,0.0239361702127659,1.0
yixuan/MiniDNN,ID1,Tool,377.0,724.0,91.0,135.0,3.0,2559.0,0.0588235294117647,3.0
ylongqi/openrec,ID1,Tool,406.0,10247.0,85.0,213.0,8.0,2612.0,0.0939153439153439,8.0
yonkornilov/opus-api,ID1,Tool,14.0,121.0,5.0,166.0,3.0,2669.0,0.0835010060362173,3.0
yooper/php-text-analysis,ID1,Tool,509.0,1057.0,88.0,243.0,13.0,4630.0,0.0559521068385908,13.0
yoshoku/rumale,ID1,Tool,742.0,1682.0,31.0,884.0,9.0,2672.0,0.3666528411447532,9.0
ysig/GraKeL,ID1,Tool,568.0,27736.0,97.0,943.0,19.0,2641.0,0.3962184873949579,19.0
yu4u/age-gender-estimation,ID1,Tool,1439.0,3368.0,502.0,169.0,6.0,2846.0,0.0654784967067028,6.0
yubin-park/bonsai-dt,ID1,Tool,34.0,3997.0,6.0,33.0,1.0,2390.0,0.0262321144674085,1.0
yui0/catseye,ID1,Tool,33.0,151206.0,3.0,468.0,1.0,3286.0,0.169442433019551,1.0
yusugomori/deeplearning-pytorch,ID1,Tool,16.0,61.0,3.0,54.0,1.0,2149.0,0.0348612007746933,1.0
yuvalpinter/m3gm,ID1,Tool,42.0,689.0,9.0,22.0,1.0,2354.0,0.0111731843575419,1.0
yxonic/fret,ID1,Tool,20.0,225.0,3.0,210.0,2.0,2240.0,0.1951672862453531,2.0
yzhao062/pyod,ID1,Tool,7972.0,41114.0,1317.0,1731.0,30.0,2669.0,0.7188538205980066,44.0
zae-bayern/elpv-dataset,ID1,Tool,194.0,92971.0,72.0,18.0,1.0,2514.0,0.0079893475366178,1.0
zalandoresearch/famos,ID1,Tool,128.0,11627.0,20.0,18.0,2.0,2283.0,0.0091370558375634,2.0
zalandoresearch/flair,ID1,Tool,13585.0,155296.0,2066.0,5955.0,30.0,2418.0,2.7620593692022264,197.0
zaratsian/Spark,ID1,Tool,70.0,8773.0,37.0,163.0,1.0,3104.0,0.0626682045367166,1.0
ZhaoJ9014/face.evoLVe.PyTorch,ID1,Tool,3351.0,8440.0,753.0,746.0,7.0,2211.0,0.3827603899435608,7.0
Zhenye-Na/DA-RNN,ID1,Tool,410.0,7918.0,142.0,41.0,3.0,2439.0,0.018963922294172,3.0
ZhixiuYe/Intra-Bag-and-Inter-Bag-Attentions,ID1,Tool,113.0,84425.0,29.0,11.0,1.0,2158.0,0.0059652928416485,1.0
zhongkaifu/RNNSharp,ID1,Tool,283.0,1938.0,93.0,110.0,3.0,3606.0,0.0335672871528837,3.0
zhongkaifu/Seq2SeqSharp,ID1,Tool,190.0,447641.0,38.0,615.0,4.0,2403.0,0.2872489490892106,4.0
zishansami102/CNN-from-Scratch,ID1,Tool,263.0,48252.0,77.0,110.0,4.0,2785.0,0.0438946528332003,4.0
Zulko/easyAI,ID1,Tool,631.0,1370.0,126.0,120.0,7.0,4051.0,0.0316622691292876,7.0
Adlik/Adlik,ID2,Tool,788.0,55497.0,82.0,406.0,26.0,1949.0,0.2436974789915966,26.0
advboxes/AdvBox,ID2,Tool,1369.0,104093.0,261.0,378.0,12.0,2360.0,0.1807747489239598,12.0
albumentations-team/albumentations,ID2,Tool,13460.0,102607.0,1593.0,895.0,30.0,2423.0,0.4139685476410731,137.0
alibaba/ai-matrix,ID2,Tool,176.0,292890.0,79.0,299.0,6.0,2366.0,0.1429937828790052,6.0
allegroai/trains,ID2,Tool,5277.0,46464.0,634.0,2366.0,30.0,2054.0,1.3195761293920802,91.0
amaiya/ktrain,ID2,Tool,1211.0,113123.0,268.0,3044.0,16.0,2178.0,1.599579611140305,16.0
amansrivastava17/embedding-as-service,ID2,Tool,200.0,2021.0,29.0,396.0,10.0,2066.0,0.2195121951219512,10.0
AntonMu/TrainYourOwnYOLO,ID2,Tool,639.0,72162.0,411.0,43.0,4.0,2017.0,0.0244874715261959,4.0
apache/beam,ID2,Tool,7543.0,640908.0,4136.0,42434.0,30.0,3278.0,14.064965197215775,304.0
apache/submarine,ID2,Tool,688.0,30721.0,252.0,1051.0,30.0,1953.0,0.6252230814991077,64.0
ARM-software/CMSIS_5,ID2,Tool,1242.0,262423.0,1073.0,3258.0,30.0,3262.0,1.086724482988659,113.0
arogozhnikov/einops,ID2,Tool,7953.0,7335.0,335.0,677.0,23.0,2315.0,0.3296007789678676,24.0
arogozhnikov/hep_ml,ID2,Tool,175.0,96566.0,64.0,361.0,10.0,3551.0,0.1099604020712762,10.0
arviz-devs/arviz,ID2,Tool,1532.0,115889.0,374.0,1542.0,30.0,3466.0,0.4812734082397004,152.0
asappresearch/flambe,ID2,Tool,261.0,13912.0,28.0,661.0,18.0,2005.0,0.3946268656716418,18.0
astooke/rlpyt,ID2,Tool,2202.0,1272.0,325.0,658.0,16.0,2097.0,0.3595628415300546,16.0
BachiLi/redner,ID2,Tool,1362.0,46476.0,136.0,908.0,16.0,2266.0,0.4528678304239401,16.0
batra-mlp-lab/visdial-challenge-starter-pytorch,ID2,Tool,194.0,174.0,38.0,121.0,5.0,2391.0,0.0576739752144899,5.0
bayesiains/nflows,ID2,Tool,806.0,1434.0,120.0,160.0,21.0,1802.0,0.1040312093628088,21.0
Belval/TextRecognitionDataGenerator,ID2,Tool,3058.0,156293.0,923.0,156.0,30.0,2763.0,0.0623501199040767,32.0
bethgelab/foolbox,ID2,Tool,2661.0,11253.0,419.0,1711.0,30.0,2780.0,0.6792377927749107,32.0
beyretb/AnimalAI-Olympics,ID2,Tool,571.0,84054.0,85.0,316.0,6.0,2095.0,0.1783295711060948,6.0
bhoov/exbert,ID2,Tool,569.0,13708.0,51.0,156.0,4.0,1928.0,0.0935812837432513,4.0
BindsNET/bindsnet,ID2,Tool,1432.0,31147.0,332.0,1916.0,30.0,2540.0,0.8410886742756805,45.0
broadinstitute/keras-rcnn,ID2,Tool,550.0,5321.0,225.0,838.0,15.0,2830.0,0.3269605930550137,15.0
bulletphysics/bullet3,ID2,Tool,11967.0,295850.0,2831.0,9400.0,30.0,5035.0,1.9689987431922915,220.0
bureaucratic-labs/dostoevsky,ID2,Tool,308.0,198.0,33.0,350.0,4.0,2451.0,0.1605504587155963,4.0
Cadene/bootstrap.pytorch,ID2,Tool,196.0,6657.0,29.0,238.0,6.0,2569.0,0.1057777777777777,6.0
cgre-aachen/gempy,ID2,Tool,900.0,505024.0,227.0,2737.0,25.0,2760.0,1.0952380952380951,25.0
cisco/mindmeld,ID2,Tool,662.0,98966.0,184.0,3317.0,30.0,2132.0,1.7814178302900108,37.0
cmu-db/ottertune,ID2,Tool,1202.0,4056.0,304.0,384.0,6.0,2842.0,0.1500586166471277,6.0
cmusatyalab/OpenTPOD,ID2,Tool,118.0,48670.0,17.0,272.0,3.0,2017.0,0.1642512077294686,3.0
ConvLab/ConvLab,ID2,Tool,399.0,162773.0,110.0,501.0,16.0,2127.0,0.2781787895613548,16.0
cornellius-gp/gpytorch,ID2,Tool,3419.0,29927.0,543.0,3849.0,30.0,2785.0,1.525564803804994,108.0
cornell-zhang/heterocl,ID2,Tool,316.0,40551.0,95.0,1123.0,16.0,2591.0,0.483634797588286,16.0
cortexlabs/cortex,ID2,Tool,7990.0,11550.0,605.0,2327.0,20.0,2191.0,1.2126107347576862,20.0
cpnota/autonomous-learning-library,ID2,Tool,639.0,6539.0,72.0,300.0,9.0,2269.0,0.1497753369945082,9.0
danielegrattarola/spektral,ID2,Tool,2346.0,13458.0,335.0,1134.0,24.0,2198.0,0.587260486794407,24.0
databricks/spark-deep-learning,ID2,Tool,1986.0,8678.0,494.0,138.0,15.0,2794.0,0.055045871559633,15.0
datamllab/rlcard,ID2,Tool,2716.0,8619.0,603.0,874.0,30.0,1967.0,0.5123094958968347,35.0
deepmind/dm-haiku,ID2,Tool,2810.0,2101.0,226.0,979.0,30.0,1801.0,0.6357142857142857,73.0
deepmind/open_spiel,ID2,Tool,4012.0,28535.0,887.0,4287.0,30.0,2012.0,2.4497142857142857,168.0
deepmind/sonnet,ID2,Tool,9691.0,16830.0,1280.0,864.0,30.0,2852.0,0.3338485316846986,54.0
deepmipt/DeepPavlov,ID2,Tool,6550.0,32617.0,1129.0,2708.0,30.0,2624.0,1.1460008463817182,71.0
deepset-ai/FARM,ID2,Tool,1725.0,7304.0,243.0,594.0,30.0,2017.0,0.3384615384615385,34.0
deezer/spleeter,ID2,Tool,24970.0,9615.0,2728.0,531.0,14.0,1946.0,0.31513353115727,14.0
determined-ai/determined,ID2,Tool,2871.0,205432.0,344.0,7806.0,30.0,1752.0,5.2354124748490944,102.0
DLR-RM/stable-baselines3,ID2,Tool,7994.0,4544.0,1560.0,845.0,30.0,1724.0,0.5775803144224196,137.0
DSE-MSU/DeepRobust,ID2,Tool,944.0,12502.0,189.0,854.0,18.0,1951.0,0.5056246299585554,18.0
eleurent/rl-agents,ID2,Tool,538.0,1059.0,148.0,787.0,6.0,2789.0,0.3113132911392405,6.0
EpistasisLab/tpot,ID2,Tool,9511.0,79806.0,1542.0,2440.0,30.0,3369.0,0.7850707850707851,77.0
eth-sri/eran,ID2,Tool,305.0,22015.0,101.0,495.0,12.0,2262.0,0.2486187845303867,12.0
explosion/spacy-transformers,ID2,Tool,1318.0,1191.0,159.0,1477.0,20.0,2008.0,0.8488505747126437,20.0
facebookresearch/ClassyVision,ID2,Tool,1582.0,4759.0,278.0,422.0,30.0,1959.0,0.2497041420118343,56.0
facebookresearch/CrypTen,ID2,Tool,1464.0,14496.0,270.0,354.0,25.0,1988.0,0.204979733642154,26.0
facebookresearch/EGG,ID2,Tool,280.0,3641.0,99.0,290.0,14.0,2157.0,0.1541733120680489,14.0
facebookresearch/habitat-api,ID2,Tool,1728.0,134046.0,447.0,830.0,30.0,2180.0,0.4325169359041167,61.0
facebookresearch/mmf,ID2,Tool,5418.0,17912.0,922.0,1097.0,30.0,2402.0,0.5133364529714554,80.0
facebookresearch/nevergrad,ID2,Tool,3851.0,23480.0,346.0,1091.0,30.0,2255.0,0.5474159558454591,54.0
facebookresearch/ParlAI,ID2,Tool,10432.0,149271.0,2094.0,4358.0,30.0,2831.0,1.6957198443579766,191.0
facebookresearch/pyrobot,ID2,Tool,2208.0,46480.0,348.0,461.0,15.0,2183.0,0.2398543184183142,15.0
facebookresearch/pytext,ID2,Tool,6350.0,8448.0,800.0,1735.0,30.0,2368.0,0.8261904761904761,114.0
facebookresearch/ReAgent,ID2,Tool,3523.0,32706.0,514.0,1598.0,30.0,2737.0,0.6464401294498382,83.0
fastai/fastai,ID2,Tool,25660.0,817824.0,7514.0,2768.0,30.0,2693.0,1.138157894736842,232.0
faustomorales/keras-ocr,ID2,Tool,1333.0,1076.0,340.0,206.0,17.0,1952.0,0.1220379146919431,17.0
fbcotter/pytorch_wavelets,ID2,Tool,864.0,6980.0,137.0,123.0,5.0,2338.0,0.0592200288878189,5.0
f-dangel/backpack,ID2,Tool,541.0,9164.0,55.0,1801.0,5.0,2023.0,1.0303203661327232,5.0
feast-dev/feast,ID2,Tool,5282.0,85232.0,938.0,3319.0,30.0,2236.0,1.680506329113924,235.0
